Ref,Original ref,Date,IP,Update type,Technical cookies,Statistics cookies,Profiling cookies
1598510333866,1598510287776,2020-08-27 06:38:55,103.49.136.227,ACCEPT BUTTON,1,1,1
1598510946699,1598510941092,2020-08-27 06:49:08,95.179.145.221,Cancel BUTTON,1,0,0
1598512281273,1598512268449,2020-08-27 07:11:17,85.98.32.132,ACCEPT BUTTON,1,1,1
1598512478001,1598512466701,2020-08-27 07:14:29,180.242.213.233,ACCEPT BUTTON,1,1,1
1598512872669,1598512854681,2020-08-27 07:21:12,181.33.8.29,Cancel BUTTON,1,0,0
1598512940082,1598512932390,2020-08-27 07:22:21,95.10.20.30,Cancel BUTTON,1,0,0
1598514468835,1598514465645,2020-08-27 07:47:46,37.130.121.205,Cancel BUTTON,1,0,0
1598514560800,1598514558481,2020-08-27 07:49:20,49.145.234.213,ACCEPT BUTTON,1,1,1
1598514954993,1598507067599,2020-08-27 07:55:56,36.92.92.226,ACCEPT BUTTON,1,1,1
1598515948663,1598515940167,2020-08-27 08:12:29,193.227.163.147,ACCEPT BUTTON,1,1,1
1598516936925,1598516931590,2020-08-27 08:28:57,103.7.79.46,ACCEPT BUTTON,1,1,1
1598517125331,1598517120602,2020-08-27 08:32:05,119.160.96.235,Cancel BUTTON,1,0,0
1598517304464,1598517294069,2020-08-27 08:35:07,111.94.44.204,Cancel BUTTON,1,0,0
1598603225717,1598603211226,2020-08-27 08:36:52,182.187.89.82,ACCEPT BUTTON,1,1,1
1598517782270,1598517758658,2020-08-27 08:43:02,36.73.32.17,ACCEPT BUTTON,1,1,1
1598518278562,1598518276203,2020-08-27 08:51:19,196.206.92.116,Cancel BUTTON,1,0,0
1598518473217,1598518429322,2020-08-27 08:54:37,209.58.170.216,ACCEPT BUTTON,1,1,1
1598518677742,1598518673368,2020-08-27 08:58:00,95.10.0.120,ACCEPT BUTTON,1,1,1
1598518967714,1598518960776,2020-08-27 09:02:50,110.136.3.127,Cancel BUTTON,1,0,0
1598521265981,1598521245012,2020-08-27 09:41:07,194.124.33.102,Cancel BUTTON,1,0,0
1598521488062,1598521477086,2020-08-27 09:44:49,182.1.54.47,Cancel BUTTON,1,0,0
1598521813775,1598521806257,2020-08-27 09:50:21,152.32.102.143,Cancel BUTTON,1,0,0
1598521906189,1598521877864,2020-08-27 09:52:28,139.167.42.253,ACCEPT BUTTON,1,1,1
1598522193865,1598522188524,2020-08-27 09:56:33,46.1.133.165,ACCEPT BUTTON,1,1,1
1598522256238,1598522241386,2020-08-27 09:57:36,49.36.50.170,ACCEPT BUTTON,1,1,1
1598522343748,1598522331490,2020-08-27 09:59:04,47.247.29.204,ACCEPT BUTTON,1,1,1
1598522466416,1598522453184,2020-08-27 10:01:06,125.164.236.200,ACCEPT BUTTON,1,1,1
1598522549401,1598522548010,2020-08-27 10:02:29,62.201.240.76,Cancel BUTTON,1,0,0
1598524049527,1598524034999,2020-08-27 10:27:31,157.33.167.246,ACCEPT BUTTON,1,1,1
1598524161036,1598524146903,2020-08-27 10:29:22,36.90.51.206,ACCEPT BUTTON,1,1,1
1598524505874,1598524499269,2020-08-27 10:35:08,159.69.107.144,Cancel BUTTON,1,0,0
1598524564625,1598524540942,2020-08-27 10:36:05,47.247.114.12,ACCEPT BUTTON,1,1,1
1598525052791,1598525047254,2020-08-27 10:44:12,82.10.13.104,ACCEPT BUTTON,1,1,1
1598525095019,1598525085498,2020-08-27 10:44:59,139.167.104.254,ACCEPT BUTTON,1,1,1
1598525262948,1598525237617,2020-08-27 10:47:39,200.122.109.92,ACCEPT BUTTON,1,1,1
1598525322001,1598525317917,2020-08-27 10:48:42,59.103.64.112,ACCEPT BUTTON,1,1,1
1598525436851,1598525411152,2020-08-27 10:50:42,157.37.191.190,ACCEPT BUTTON,1,1,1
1598474834404,1598474807307,2020-08-27 10:51:19,212.156.74.138,ACCEPT BUTTON,1,1,1
1598525638564,1598525620774,2020-08-27 10:54:18,157.33.165.147,ACCEPT BUTTON,1,1,1
1598525779830,1598525759181,2020-08-27 10:56:21,62.201.242.189,Cancel BUTTON,1,0,0
1598526296303,1598526288735,2020-08-27 11:04:57,119.160.117.87,ACCEPT BUTTON,1,1,1
1598526460752,1598526446256,2020-08-27 11:07:34,88.242.139.70,ACCEPT BUTTON,1,1,1
1598526473276,1598526457261,2020-08-27 11:07:57,81.213.251.146,Cancel BUTTON,1,0,0
1598526575849,1598526569119,2020-08-27 11:09:35,194.116.212.40,ACCEPT BUTTON,1,1,1
1598526607369,1598526602419,2020-08-27 11:10:07,159.255.160.106,ACCEPT BUTTON,1,1,1
1598526968751,1598526957234,2020-08-27 11:16:05,116.204.152.58,ACCEPT BUTTON,1,1,1
1598584940675,1598584930014,2020-08-27 11:17:57,119.94.165.191,Cancel BUTTON,1,0,0
1598527295887,1598527243672,2020-08-27 11:21:37,157.41.104.219,ACCEPT BUTTON,1,1,1
1598527512545,1598527509047,2020-08-27 11:25:12,37.106.6.204,Cancel BUTTON,1,0,0
1598527643416,1598527640091,2020-08-27 11:27:22,130.193.202.247,Cancel BUTTON,1,0,0
1598527729970,1598527725077,2020-08-27 11:28:50,185.130.71.150,ACCEPT BUTTON,1,1,1
1598527753738,1598527750028,2020-08-27 11:28:55,41.92.30.175,Cancel BUTTON,1,0,0
1598527823224,1598527821151,2020-08-27 11:30:24,119.160.99.38,Cancel BUTTON,1,0,0
1598528147242,1598528049049,2020-08-27 11:36:07,157.41.88.139,ACCEPT BUTTON,1,1,1
1598528191391,1598528155496,2020-08-27 11:36:33,47.9.117.138,ACCEPT BUTTON,1,1,1
1598528259748,1598528252473,2020-08-27 11:37:40,49.206.49.131,Cancel BUTTON,1,0,0
1598528585426,1598528574517,2020-08-27 11:43:08,157.37.177.68,ACCEPT BUTTON,1,1,1
1598528602142,1598528599609,2020-08-27 11:43:22,176.238.25.8,Cancel BUTTON,1,0,0
1598528654571,1598528643512,2020-08-27 11:44:15,47.9.23.151,ACCEPT BUTTON,1,1,1
1598528700634,1598528685783,2020-08-27 11:45:09,157.42.57.48,ACCEPT BUTTON,1,1,1
1598573647817,1598573646548,2020-08-27 11:45:28,103.113.69.59,Cancel BUTTON,1,0,0
1598529137362,1598529133768,2020-08-27 11:52:15,188.217.226.247,ACCEPT BUTTON,1,1,1
1598529147257,1598529142732,2020-08-27 11:52:27,159.146.50.253,Cancel BUTTON,1,0,0
1598280767804,1598280763199,2020-08-27 11:53:22,86.108.125.171,ACCEPT BUTTON,1,1,1
1598529398908,1598529379462,2020-08-27 11:56:39,157.47.194.160,ACCEPT BUTTON,1,1,1
1598529469177,1598529451283,2020-08-27 11:57:50,93.143.3.192,Cancel BUTTON,1,0,0
1598529485796,1598529117476,2020-08-27 11:58:05,157.34.104.176,ACCEPT BUTTON,1,1,1
1598529766937,1598529738756,2020-08-27 12:02:50,81.218.156.189,Cancel BUTTON,1,0,0
1598529804919,1598529771912,2020-08-27 12:03:26,132.154.85.61,ACCEPT BUTTON,1,1,1
1598529823753,1598529821324,2020-08-27 12:03:41,39.42.69.134,Cancel BUTTON,1,0,0
1598529871472,1598529868069,2020-08-27 12:04:31,37.236.110.25,ACCEPT BUTTON,1,1,1
1598530446981,1598530443636,2020-08-27 12:14:07,47.53.54.226,ACCEPT BUTTON,1,1,1
1598530538546,1598530529771,2020-08-27 12:15:40,157.32.60.210,ACCEPT BUTTON,1,1,1
1598530542118,1598530539910,2020-08-27 12:15:42,46.218.50.201,ACCEPT BUTTON,1,1,1
1598530798518,1598530792506,2020-08-27 12:20:11,130.193.209.121,ACCEPT BUTTON,1,1,1
1598530978380,1598530973226,2020-08-27 12:23:00,37.211.74.150,Cancel BUTTON,1,0,0
1598531728907,1598531670188,2020-08-27 12:35:29,157.41.81.33,ACCEPT BUTTON,1,1,1
1598532018032,1598532005102,2020-08-27 12:40:17,39.37.196.109,ACCEPT BUTTON,1,1,1
1598532152600,1598532150202,2020-08-27 12:42:04,151.61.43.133,ACCEPT BUTTON,1,1,1
1598531768512,1598531752635,2020-08-27 12:42:33,168.211.125.233,ACCEPT BUTTON,1,1,1
1598532279439,1598532274618,2020-08-27 12:44:11,151.61.43.133,ACCEPT BUTTON,1,1,1
1598532353674,1598532334389,2020-08-27 12:45:54,152.56.154.240,ACCEPT BUTTON,1,1,1
1598532555241,1598532540240,2020-08-27 12:49:15,31.223.49.99,ACCEPT BUTTON,1,1,1
1598533287669,1598533272129,2020-08-27 13:01:29,37.130.121.112,Cancel BUTTON,1,0,0
1598533513376,1598533510742,2020-08-27 13:05:18,103.51.148.70,Cancel BUTTON,1,0,0
1598533670298,1598533666585,2020-08-27 13:07:48,110.54.250.82,ACCEPT BUTTON,1,1,1
1598533994473,1598533991035,2020-08-27 13:13:15,86.97.155.1,Cancel BUTTON,1,0,0
1598534344148,1598534330473,2020-08-27 13:19:04,87.123.194.96,ACCEPT BUTTON,1,1,1
1598534521101,1598534515423,2020-08-27 13:22:00,196.74.233.36,ACCEPT BUTTON,1,1,1
1598535001604,1598534998762,2020-08-27 13:30:01,130.193.225.94,Cancel BUTTON,1,0,0
1598535081632,1598535076757,2020-08-27 13:31:22,119.160.102.182,Cancel BUTTON,1,0,0
1598535243698,1598535240366,2020-08-27 13:34:05,13.229.112.202,ACCEPT BUTTON,1,1,1
1598535239655,1598535217121,2020-08-27 13:34:26,78.190.249.36,Cancel BUTTON,1,0,0
1598538901724,1598538898052,2020-08-27 13:35:59,81.213.249.196,ACCEPT BUTTON,1,1,1
1598535387414,1598535383980,2020-08-27 13:36:27,185.244.154.225,ACCEPT BUTTON,1,1,1
1598535346127,1598535334012,2020-08-27 13:37:24,192.241.230.57,Cancel BUTTON,1,0,0
1598535960595,1598535913281,2020-08-27 13:45:36,2.58.194.140,ACCEPT BUTTON,1,1,1
1598536297674,1598536280655,2020-08-27 13:52:03,157.43.228.145,ACCEPT BUTTON,1,1,1
1598536470845,1598536462964,2020-08-27 13:54:31,176.234.38.99,ACCEPT BUTTON,1,1,1
1598536537516,1598536522250,2020-08-27 13:55:37,46.35.72.9,ACCEPT BUTTON,1,1,1
1598536544834,1598536540088,2020-08-27 13:55:45,111.125.122.223,ACCEPT BUTTON,1,1,1
1598536674122,1598536670136,2020-08-27 13:57:53,130.193.212.97,ACCEPT BUTTON,1,1,1
1598537061885,1598537058705,2020-08-27 14:04:22,45.11.150.62,ACCEPT BUTTON,1,1,1
1598537076257,1598537064146,2020-08-27 14:04:27,92.23.107.205,ACCEPT BUTTON,1,1,1
1598537137034,1598537119791,2020-08-27 14:05:41,182.185.22.90,ACCEPT BUTTON,1,1,1
1598537386707,1598537370056,2020-08-27 14:09:47,36.74.227.199,Cancel BUTTON,1,0,0
1598537875410,1598537839142,2020-08-27 14:17:48,31.223.49.150,ACCEPT BUTTON,1,1,1
1598538228331,1598538224777,2020-08-27 14:23:48,37.231.192.47,ACCEPT BUTTON,1,1,1
1598538282833,1598538270991,2020-08-27 14:24:44,157.34.145.34,ACCEPT BUTTON,1,1,1
1598538606874,1598538588482,2020-08-27 14:30:07,37.237.148.25,ACCEPT BUTTON,1,1,1
1598538756506,1598538741348,2020-08-27 14:32:35,51.235.139.249,Cancel BUTTON,1,0,0
1598538945841,1598538889699,2020-08-27 14:35:45,46.154.237.89,ACCEPT BUTTON,1,1,1
1598539010300,1598538993358,2020-08-27 14:36:50,111.119.178.153,Cancel BUTTON,1,0,0
1598539110654,1598539099822,2020-08-27 14:38:31,185.84.106.189,ACCEPT BUTTON,1,1,1
1598539110654,1598539099822,2020-08-27 14:39:30,185.84.106.189,ACCEPT BUTTON,1,1,1
1598539490084,1598539465486,2020-08-27 14:44:50,157.32.195.193,ACCEPT BUTTON,1,1,1
1598539744370,1598539725540,2020-08-27 14:49:04,85.153.204.148,Cancel BUTTON,1,0,0
1598539830480,1598539824400,2020-08-27 14:50:31,47.247.126.144,ACCEPT BUTTON,1,1,1
1598539847175,1598539839640,2020-08-27 14:50:46,51.235.139.249,Cancel BUTTON,1,0,0
1598539923076,1598539915257,2020-08-27 14:52:04,95.170.207.14,Cancel BUTTON,1,0,0
1598540038288,1598540028041,2020-08-27 14:53:57,132.255.192.157,Cancel BUTTON,1,0,0
1598540322457,1598540318307,2020-08-27 14:58:44,77.147.200.62,ACCEPT BUTTON,1,1,1
1598540340938,1598540334768,2020-08-27 14:59:01,87.13.193.23,ACCEPT BUTTON,1,1,1
1598540468943,1598540460046,2020-08-27 15:00:50,139.228.223.113,ACCEPT BUTTON,1,1,1
1598540791748,1598540775922,2020-08-27 15:06:28,180.241.44.221,ACCEPT BUTTON,1,1,1
1598540991720,1598540985952,2020-08-27 15:09:52,175.176.92.44,ACCEPT BUTTON,1,1,1
1598541431206,1598541363088,2020-08-27 15:17:19,47.29.138.178,ACCEPT BUTTON,1,1,1
1598541681011,1598541660325,2020-08-27 15:21:18,36.69.12.140,Cancel BUTTON,1,0,0
1598541987646,1598541984176,2020-08-27 15:26:29,39.35.32.248,ACCEPT BUTTON,1,1,1
1598542106949,1598542086616,2020-08-27 15:28:32,161.35.202.249,ACCEPT BUTTON,1,1,1
1598542844134,1598542830374,2020-08-27 15:40:45,185.106.28.76,ACCEPT BUTTON,1,1,1
1598542881577,1598542844668,2020-08-27 15:41:22,47.247.119.10,ACCEPT BUTTON,1,1,1
1598543026570,1598543016237,2020-08-27 15:43:47,49.207.200.139,Cancel BUTTON,1,0,0
1598543027559,1598543003316,2020-08-27 15:43:47,47.247.46.92,ACCEPT BUTTON,1,1,1
1598522080593,1598522070554,2020-08-27 15:44:07,103.7.79.161,Cancel BUTTON,1,0,0
1598543288919,1598543284671,2020-08-27 15:48:09,105.71.22.46,Cancel BUTTON,1,0,0
1598543449964,1598543421777,2020-08-27 15:50:52,157.47.159.34,ACCEPT BUTTON,1,1,1
1598543677938,1598543671614,2020-08-27 15:54:38,212.237.119.195,Cancel BUTTON,1,0,0
1598544170251,1598544145087,2020-08-27 16:02:29,179.232.75.101,ACCEPT BUTTON,1,1,1
1598544898302,1598544895753,2020-08-27 16:15:01,91.248.69.151,ACCEPT BUTTON,1,1,1
1598545072513,1598545062887,2020-08-27 16:17:52,36.90.23.221,Cancel BUTTON,1,0,0
1598545092691,1598545087807,2020-08-27 16:18:08,138.204.143.226,ACCEPT BUTTON,1,1,1
1598545137748,1598545125103,2020-08-27 16:18:59,101.53.235.32,ACCEPT BUTTON,1,1,1
1598545190612,1598545184097,2020-08-27 16:19:51,201.131.172.227,ACCEPT BUTTON,1,1,1
1598545212286,1598545208679,2020-08-27 16:20:13,119.160.65.57,ACCEPT BUTTON,1,1,1
1598545563064,1598545558846,2020-08-27 16:26:04,217.163.28.225,ACCEPT BUTTON,1,1,1
1598545713934,1598545683331,2020-08-27 16:28:34,157.42.35.6,ACCEPT BUTTON,1,1,1
1598546258596,1598546239104,2020-08-27 16:37:39,157.46.98.44,ACCEPT BUTTON,1,1,1
1598546326436,1598546312663,2020-08-27 16:38:50,39.50.111.146,ACCEPT BUTTON,1,1,1
1598546442680,1598546437558,2020-08-27 16:40:42,64.62.219.12,ACCEPT BUTTON,1,1,1
1598546634842,1598546628987,2020-08-27 16:43:51,62.11.95.60,ACCEPT BUTTON,1,1,1
1598546763999,1598546755948,2020-08-27 16:46:04,151.37.190.224,Cancel BUTTON,1,0,0
1598546984801,1598546982510,2020-08-27 16:49:45,182.185.253.145,ACCEPT BUTTON,1,1,1
1598503850185,1598503842506,2020-08-27 16:49:59,86.99.90.90,ACCEPT BUTTON,1,1,1
1598547378521,1598547374185,2020-08-27 16:56:17,103.211.20.179,Cancel BUTTON,1,0,0
1599411188106,1599411088913,2020-08-27 16:57:55,198.16.74.44,ACCEPT BUTTON,1,1,1
1598547502221,1598547443683,2020-08-27 16:58:23,201.218.6.222,ACCEPT BUTTON,1,1,1
1598547523643,1598547507914,2020-08-27 16:58:44,47.29.99.235,ACCEPT BUTTON,1,1,1
1598547676888,1598547658229,2020-08-27 17:01:17,27.147.191.74,ACCEPT BUTTON,1,1,1
1598547740351,1598547722262,2020-08-27 17:02:26,46.1.75.170,Cancel BUTTON,1,0,0
1598547960172,1598547956854,2020-08-27 17:06:02,109.127.69.241,ACCEPT BUTTON,1,1,1
1598551463321,1598551450945,2020-08-27 17:09:53,36.74.43.5,ACCEPT BUTTON,1,1,1
1598548455889,1598548450467,2020-08-27 17:14:15,36.90.94.214,ACCEPT BUTTON,1,1,1
1598548722250,1598548718839,2020-08-27 17:18:44,88.242.129.255,Cancel BUTTON,1,0,0
1598548856072,1598548853761,2020-08-27 17:20:57,103.255.6.78,ACCEPT BUTTON,1,1,1
1598548911063,1598548890813,2020-08-27 17:21:51,88.240.215.183,ACCEPT BUTTON,1,1,1
1598548919462,1598548882882,2020-08-27 17:22:01,157.37.239.87,ACCEPT BUTTON,1,1,1
1598549214982,1598549202516,2020-08-27 17:26:55,103.115.199.8,ACCEPT BUTTON,1,1,1
1598549224033,1598549199625,2020-08-27 17:27:04,157.41.83.76,ACCEPT BUTTON,1,1,1
1598549307399,1598549287994,2020-08-27 17:28:28,157.42.61.15,ACCEPT BUTTON,1,1,1
1598549580785,1598549557414,2020-08-27 17:33:01,157.47.195.148,ACCEPT BUTTON,1,1,1
1598549611809,1598549600797,2020-08-27 17:33:31,24.140.238.101,Cancel BUTTON,1,0,0
1598549741431,1598549720120,2020-08-27 17:35:39,94.43.168.163,ACCEPT BUTTON,1,1,1
1598549762464,1598547420956,2020-08-27 17:36:04,178.245.56.255,Cancel BUTTON,1,0,0
1598550111172,1598550097521,2020-08-27 17:41:48,176.40.246.250,ACCEPT BUTTON,1,1,1
1598550413535,1598550406329,2020-08-27 17:46:53,180.253.166.201,ACCEPT BUTTON,1,1,1
1598550463154,1598550460982,2020-08-27 17:47:43,31.19.184.191,ACCEPT BUTTON,1,1,1
1598550901710,1598550896087,2020-08-27 17:55:02,93.34.84.15,ACCEPT BUTTON,1,1,1
1598551309621,1598551293120,2020-08-27 18:01:52,2.49.209.65,ACCEPT BUTTON,1,1,1
1598550650890,1598550643083,2020-08-27 18:04:04,86.139.202.150,ACCEPT BUTTON,1,1,1
1598551470543,1598551426701,2020-08-27 18:04:42,47.247.63.53,ACCEPT BUTTON,1,1,1
1598551648913,1598551646124,2020-08-27 18:05:07,37.49.139.244,ACCEPT BUTTON,1,1,1
1598551576321,1598551572009,2020-08-27 18:06:33,37.111.130.188,ACCEPT BUTTON,1,1,1
1598551635723,1598551633554,2020-08-27 18:07:18,111.119.177.32,ACCEPT BUTTON,1,1,1
1598552428937,1598552417358,2020-08-27 18:20:29,62.201.226.216,Cancel BUTTON,1,0,0
1598552529097,1598552522519,2020-08-27 18:22:08,81.147.131.135,ACCEPT BUTTON,1,1,1
1598552731406,1598552719405,2020-08-27 18:25:31,78.191.74.7,ACCEPT BUTTON,1,1,1
1598552760324,1598552758642,2020-08-27 18:26:02,43.245.11.42,ACCEPT BUTTON,1,1,1
1598553631908,1598553627369,2020-08-27 18:40:31,86.188.71.199,ACCEPT BUTTON,1,1,1
1598553744248,1598553734817,2020-08-27 18:42:32,78.193.95.68,ACCEPT BUTTON,1,1,1
1598553755711,1598553748654,2020-08-27 18:42:36,181.176.191.105,ACCEPT BUTTON,1,1,1
1598566085435,1598566075802,2020-08-27 22:08:08,95.14.194.34,Cancel BUTTON,1,0,0
1598566199576,1598566183360,2020-08-27 22:10:01,85.102.117.215,Cancel BUTTON,1,0,0
1598566319720,1598566309539,2020-08-27 22:12:02,61.5.147.49,ACCEPT BUTTON,1,1,1
1598566914692,1598566906933,2020-08-27 22:21:56,175.107.214.194,ACCEPT BUTTON,1,1,1
1598566922659,1598566915324,2020-08-27 22:22:04,177.70.255.207,Cancel BUTTON,1,0,0
1598567183947,1598567181897,2020-08-27 22:26:20,212.60.81.178,Cancel BUTTON,1,0,0
1598567903852,1598567895726,2020-08-27 22:38:24,119.153.147.5,ACCEPT BUTTON,1,1,1
1598569118555,1598569105796,2020-08-27 22:58:40,102.89.0.214,ACCEPT BUTTON,1,1,1
1598569653412,1598569645815,2020-08-27 23:07:31,39.46.127.41,ACCEPT BUTTON,1,1,1
1598569680701,1598569676031,2020-08-27 23:08:00,91.106.44.218,Cancel BUTTON,1,0,0
1598570121001,1598570112948,2020-08-27 23:15:21,189.40.103.222,ACCEPT BUTTON,1,1,1
1598570524219,1598570517453,2020-08-27 23:22:05,78.167.179.3,ACCEPT BUTTON,1,1,1
1598571047057,1598571038212,2020-08-27 23:30:45,190.160.7.89,ACCEPT BUTTON,1,1,1
1598658014301,1598658004768,2020-08-27 23:39:31,37.111.134.186,Cancel BUTTON,1,0,0
1598571963487,1598571955579,2020-08-27 23:46:12,188.247.72.70,ACCEPT BUTTON,1,1,1
1598572209147,1598572200923,2020-08-27 23:50:09,130.193.251.222,Cancel BUTTON,1,0,0
1598572323893,1598572314912,2020-08-27 23:52:04,189.216.158.29,Cancel BUTTON,1,0,0
1598572787655,1598572783938,2020-08-27 23:59:51,197.207.58.123,Cancel BUTTON,1,0,0
1598573507941,1598573504354,2020-08-28 00:12:21,105.235.133.124,Cancel BUTTON,1,0,0
1598573667925,1598573663025,2020-08-28 00:14:25,170.239.18.66,ACCEPT BUTTON,1,1,1
1598573732931,1598573723820,2020-08-28 00:15:33,47.11.189.98,ACCEPT BUTTON,1,1,1
1598574970210,1598574949104,2020-08-28 00:36:48,132.154.242.125,ACCEPT BUTTON,1,1,1
1598575107254,1598575103949,2020-08-28 00:38:26,188.98.71.238,ACCEPT BUTTON,1,1,1
1598575182395,1598575150574,2020-08-28 00:39:43,47.29.99.81,ACCEPT BUTTON,1,1,1
1598575396611,1598575386579,2020-08-28 00:43:18,172.104.235.27,ACCEPT BUTTON,1,1,1
1598575428729,1598575417581,2020-08-28 00:43:52,170.233.30.219,ACCEPT BUTTON,1,1,1
1598575895235,1598575867696,2020-08-28 00:51:35,181.46.68.117,ACCEPT BUTTON,1,1,1
1598575973458,1598575870475,2020-08-28 00:52:52,181.199.61.40,Cancel BUTTON,1,0,0
1598576124463,1598576115120,2020-08-28 00:55:25,154.160.27.82,Cancel BUTTON,1,0,0
1598576540571,1598576532918,2020-08-28 01:02:21,180.243.191.141,Cancel BUTTON,1,0,0
1598578130778,1598578115280,2020-08-28 01:28:48,125.163.0.26,ACCEPT BUTTON,1,1,1
1598578631602,1598578628782,2020-08-28 01:37:11,51.36.112.155,ACCEPT BUTTON,1,1,1
1598578706664,1598578697809,2020-08-28 01:38:26,125.161.129.44,ACCEPT BUTTON,1,1,1
1598579157796,1598579155319,2020-08-28 01:46:15,103.132.187.106,Cancel BUTTON,1,0,0
1598579242247,1598579232332,2020-08-28 01:47:22,106.76.78.155,Cancel BUTTON,1,0,0
1598579361159,1598579356060,2020-08-28 01:49:23,41.249.80.37,ACCEPT BUTTON,1,1,1
1598579479314,1598579459395,2020-08-28 01:51:20,157.34.146.109,ACCEPT BUTTON,1,1,1
1598579866236,1598579852915,2020-08-28 01:57:48,157.34.85.9,ACCEPT BUTTON,1,1,1
1598580062610,1598580051077,2020-08-28 02:01:04,157.34.2.120,ACCEPT BUTTON,1,1,1
1598580515125,1598580498356,2020-08-28 02:08:36,157.37.147.45,ACCEPT BUTTON,1,1,1
1598580784841,1598580777092,2020-08-28 02:13:05,187.189.181.136,Cancel BUTTON,1,0,0
1598581714611,1598581701844,2020-08-28 02:28:34,222.124.126.199,ACCEPT BUTTON,1,1,1
1598581856570,1598581835763,2020-08-28 02:31:10,36.84.63.228,Cancel BUTTON,1,0,0
1598581897882,1598581878012,2020-08-28 02:31:38,157.32.33.137,ACCEPT BUTTON,1,1,1
1598582090201,1598581963814,2020-08-28 02:34:50,157.48.140.77,Cancel BUTTON,1,0,0
1598582417037,1598582407080,2020-08-28 02:40:18,157.32.156.105,ACCEPT BUTTON,1,1,1
1598582548675,1598582533907,2020-08-28 02:42:10,190.115.182.176,ACCEPT BUTTON,1,1,1
1598582670859,1598582666326,2020-08-28 02:44:33,49.150.135.123,Cancel BUTTON,1,0,0
1598582836906,1598582826683,2020-08-28 02:47:20,42.110.136.225,ACCEPT BUTTON,1,1,1
1598583041432,1598583037835,2020-08-28 02:50:39,119.160.119.68,Cancel BUTTON,1,0,0
1598583373104,1598583355340,2020-08-28 02:56:14,157.34.10.230,ACCEPT BUTTON,1,1,1
1598583531631,1598583514672,2020-08-28 02:58:52,47.8.227.60,Cancel BUTTON,1,0,0
1598583909299,1598583900065,2020-08-28 03:05:11,119.158.49.239,ACCEPT BUTTON,1,1,1
1598585915643,1598585907468,2020-08-28 03:38:35,122.2.105.95,ACCEPT BUTTON,1,1,1
1598629185312,1598629003538,2020-08-28 03:41:33,39.32.206.184,ACCEPT BUTTON,1,1,1
1598586259386,1598586258054,2020-08-28 03:44:19,177.221.59.40,ACCEPT BUTTON,1,1,1
1598586414774,1598586397273,2020-08-28 03:46:56,47.247.137.36,ACCEPT BUTTON,1,1,1
1598586449299,1598586430174,2020-08-28 03:47:31,132.154.229.57,ACCEPT BUTTON,1,1,1
1598587068713,1598587052303,2020-08-28 03:58:13,191.53.210.153,Cancel BUTTON,1,0,0
1598587267161,1598587254056,2020-08-28 04:01:09,157.34.87.71,ACCEPT BUTTON,1,1,1
1598587269898,1598587254822,2020-08-28 04:01:11,157.34.144.116,ACCEPT BUTTON,1,1,1
1598587566227,1598587550326,2020-08-28 04:06:10,47.247.82.33,ACCEPT BUTTON,1,1,1
1598587639009,1598587508853,2020-08-28 04:07:22,43.245.121.100,Cancel BUTTON,1,0,0
1598587977116,1598587967226,2020-08-28 04:12:59,105.112.101.83,ACCEPT BUTTON,1,1,1
1598588031673,1598588028120,2020-08-28 04:13:52,2.49.33.162,ACCEPT BUTTON,1,1,1
1598588606536,1598588603422,2020-08-28 04:23:28,46.152.45.121,ACCEPT BUTTON,1,1,1
1598545527275,1598545523702,2020-08-28 04:25:28,124.29.230.168,Cancel BUTTON,1,0,0
1598588803713,1598588798863,2020-08-28 04:26:44,185.145.130.190,ACCEPT BUTTON,1,1,1
1598588964475,1598588912562,2020-08-28 04:29:28,47.29.177.11,Cancel BUTTON,1,0,0
1598589657527,1598589651952,2020-08-28 04:40:56,103.58.74.190,ACCEPT BUTTON,1,1,1
1598590070005,1598590040696,2020-08-28 04:47:51,49.35.31.185,ACCEPT BUTTON,1,1,1
1598590094827,1598590076693,2020-08-28 04:48:15,49.34.184.59,ACCEPT BUTTON,1,1,1
1598590600241,1598590570280,2020-08-28 04:56:41,103.135.135.218,Cancel BUTTON,1,0,0
1598590721178,1598590688870,2020-08-28 04:59:06,157.41.188.240,ACCEPT BUTTON,1,1,1
1598590792606,1598590773560,2020-08-28 04:59:53,47.247.85.37,ACCEPT BUTTON,1,1,1
1598591032257,1598591004084,2020-08-28 05:03:50,149.255.200.67,ACCEPT BUTTON,1,1,1
1598591204722,1598591190769,2020-08-28 05:06:45,181.1.39.38,Cancel BUTTON,1,0,0
1598591278624,1598591269371,2020-08-28 05:07:59,157.32.176.156,ACCEPT BUTTON,1,1,1
1598591279488,1598591275261,2020-08-28 05:08:00,182.185.147.98,ACCEPT BUTTON,1,1,1
1598591581088,1598591573912,2020-08-28 05:13:02,157.34.97.59,ACCEPT BUTTON,1,1,1
1598591663030,1598591653283,2020-08-28 05:14:24,157.34.144.127,ACCEPT BUTTON,1,1,1
1598591665526,1598591654610,2020-08-28 05:14:34,49.145.107.164,ACCEPT BUTTON,1,1,1
1598592361271,1598592345104,2020-08-28 05:26:01,182.190.102.15,ACCEPT BUTTON,1,1,1
1598593860400,1598593827451,2020-08-28 05:51:02,47.247.35.94,ACCEPT BUTTON,1,1,1
1598103436860,1598103424502,2020-08-28 05:51:12,95.15.42.237,ACCEPT BUTTON,1,1,1
